"Genus_family","Country","Taxa_code","Type_1","Type_2","Site_block","Site_no","Site_name","Group","Mode","Lowest_level","Tribe","FA1","FA2","FA3","FA4","FA5","FA6","FA7","FA8","FA9","FA10","FA11","FA12","FA13","FA14","FA15","FA16","FA17","FA18","FA19","FA20","FA21","FA22","FA23","FA24","FA25","FA26","FA27","FA28","FA29","FA30","FA31","FA32","FA33","FA34","FA35","FA36","FA37","Spider_body_size","chl_a_m2_day","Width","Riparian_PC1","Catchment_PC1","s1","s2","s3","s4","s5","s6","s7","cd1","cd2","cy1","cy2","cy3","dis1","dis2","dis3","dis4","life1","life2","life3","life4","fwl1","fwl2","fwl3","fwl4","fwl5","fwl6","fwl7","fwl8","wnb1","wnb2","wnb3","wnb4","wnb5","Body_Size"
"Linyphiidae","BE","Liny","FOR","FOR","VER_LDS","2","VER_LDS","Arachnida","Web","Linyphiidae",NA,0.000360425473162513,0.000639582820069231,0.000784842697778578,0.00010907330649422,0.000243540560666238,0.0097003782062448,5.65416986499153e-05,0.000759941067409478,0.00443066963368493,0.351437675260907,0.000354543146519507,0.00294232690830005,0.00117660500897791,0.0644091223507253,0.349634370208808,0.187071329368978,0.00128613127209597,0.00200763346841186,0.000239108961086085,0.00292048100545168,0.00318020787823588,0.00176953828587789,0.00255812833931774,0.00185360054126386,0.000270636560911301,0.000508112404425617,0.00145916351621869,0.000985031009994469,0.000255956980862027,4.70686825372234e-05,0.0025525659176467,0.00106576213469367,0.00128275298249975,0.000379026329864508,0.00018313978404032,0.000179274942769363,0.000905711284419255,5.23560212504545,0.02125,0.646,-0.437025334234156,0.476168969199312,0.0115782940925488,0.0469240913851286,0.0148946898879019,1.98746169659827,1.96830029866956,0.00285093673635623,0,1.04072766766223,2.93103448275862,0.0013575889220744,0.125441216399674,2.87673092587564,2.89392381986734,1.96074628602459,0.00149334781428184,0.107792560412707,0.00434546442151005,0.0412819120043455,1.07794676806084,2.87588267246062,0.117283950617284,0.987654320987654,2.84567901234568,0.941358024691358,0.00308641975308642,0,0,0,2.88840619060548,0.00407276676622319,0,0.0456149877816997,0.0619060548465925,2.35875
"Linyphiidae","BE","Liny","FOR","FOR","DOR_LDS","1","DOR_LDS","Arachnida","Web","Linyphiidae",NA,0.000126319150139092,8.3439617340639e-05,0.00140483620773858,0.00018222366181571,0.000910288556280734,0.0494433480946565,0.000110501016444009,0.00160455428121114,0.00498464472635282,0.2273388974877,0.000447174542373847,0.00339868003510989,0.0030237410889439,0.128922764933523,0.259498877096136,0.257251419267102,0.00496507970890057,0.0105873703256203,0.000339309735868313,0.00716471143398684,0.00601662814964731,0.00138252806658365,0.006645098512504,0.00102441584367419,0.0027388428986018,0.00305820532065821,0.00248075340210223,0.00349980509749075,0.0021803654724546,1.81365507972366e-05,0.00299083261502639,0.00188736340568243,0.0015712814111249,0.000408847941669601,0.000213025435515903,0.000279715013631319,0.00181597389559244,5.46164147966667,0.0298611111111111,0.966,-0.145447286155679,0.534764262454003,0.0149957955713351,0.0860895699025195,0.153196922981096,1.94373072970195,1.88113145846959,0.00425114453891432,0,1.06278613472858,2.81164159581426,0.00981033355134074,0.198168737737083,2.85567909308916,2.86165093898907,1.92453829144477,0.0428384565075213,0.169391759319817,0.106675392670157,0.0418848167539267,1.05497382198953,2.75523560209424,0.955,1.43,1.185,0.2325,0.0325,0,0.04,0.04,2.79594506213211,0.0255068672334859,0.0804447351209941,0.0451275343361674,0.05297580117724,2.35875
"Linyphiidae","BE","Liny","UBF","PAIR","WUR_PAIR","28","WUR_UBF","Arachnida","Web","Linyphiidae",NA,0.000217008379482795,0.000437733051921559,0.00137794256618784,0.000141564148683791,0.00080835506181477,0.0232570965116554,6.15610251968568e-05,0.000655317467347538,0.0116339083070998,0.275902699372399,0.000396143456589927,0.00255371826601324,0.00152918352946587,0.1079938649755,0.33962787007678,0.208803628098383,0.00129764459248818,0.00237475857241792,0.000143168640821705,0.00336893416863332,0.00259500575630861,0.00134471053346982,0.00371767661186878,0.000212160396114133,0.000210550374943706,0.000451641940485529,0.00189201743163285,0.00130492548314304,0.000310068497944308,2.32776642377775e-05,0.00166746340919596,0.000982754795923254,0.000719700542063325,0.000262282662744887,0.000194042043215788,9.76288517043686e-05,0.00143199273612207,5.67870454533333,0.171666666666667,1.102,-0.743787355744897,0.66243529690446,0.175605895894616,0.738066062369442,1.80017252312743,1.88099088225263,0.980166235025792,0.00835504859956516,0,2.10999595003624,0.388261499765528,0.00156669650850492,0.936323911838683,2.53792258174532,1.84229267915761,0.880318241889415,1.5895702775291,0.704965468730017,2.06393001345895,0.00403768506056528,0.865063671187493,0.377571867343065,2.98163287300048,0.0166004649515804,0.008994003356273,0.00115853001401013,0.00328699213277293,8.37143780887719e-05,0.00064662140316844,0.00064662140316844,0.91651745747538,2.06871083258729,0,0.0141002685765443,0.00067144136078782,2.35875
"Linyphiidae","BE","Liny","UBF","PAIR","ZIJ_PAIR","30","ZIJ_UBF","Arachnida","Web","Linyphiidae",NA,0.000532615577038391,0.000378215423065529,0.00134118761497108,3.12786527594221e-05,0.000631165276359556,0.0503472762509735,5.07067549909057e-05,0.000509060118802059,0.00773212014161798,0.225381340860767,0.000549752819872715,0.00257987049818842,0.00233044553580427,0.107485917455303,0.345033675994511,0.215792906744985,0.00212531031551085,0.00363650807601624,0.000301377606567697,0.0029912176137774,0.00427398312468336,0.00232159397815802,0.00798740628085913,0.000943449745816374,0.00061030242599001,0.00100125141730762,0.00317718111768402,0.00234015901874762,0.000726786432283661,3.36180052808133e-05,0.0022835194582628,0.00137858769478275,0.000894008618171233,0.000337092992980892,0.000120155045929993,0.000137410865563556,0.00167154444561611,6.11099491804348,0.0107407407407407,0.648,-1.03704414867184,0.978843435056987,0.00634249471458774,0.0954016913319239,0.0591966173361522,1.65671247357294,2.07478858350951,0.159090909090909,0,1.41966173361522,2.37949260042283,0.00528541226215645,0.630021141649049,2.69978858350951,2.72806553911205,1.79492600422833,0.0533826638477801,0.290697674418605,0.476645435244161,0.0605095541401274,0.918259023354565,2.40127388535032,0.0516304347826087,2.54891304347826,1.33423913043478,0.169836956521739,0.0176630434782609,0,0.0108695652173913,0.0108695652173913,2.39112050739958,0.472515856236786,0.0126849894291755,0.0285412262156448,0.0951374207188161,2.35875
"Linyphiidae","NO","Liny","FOR","FOR","HMI_FOR","24","HMI_FOR","Arachnida","Web","Linyphiidae",NA,0.000393851154349458,0.00043232746470385,0.000723144768766499,0.000119976050924346,0.0001694129765549,0.00375284468835896,2.07017794726337e-05,0.000899575617089117,0.0141802528833287,0.274690500902024,0.000577309084202329,0.00932741812836328,0.00203499000197918,0.143782571178155,0.362770099550914,0.128599356828036,0.00796313646055432,0.0136368051350991,0.000749377231478854,0.00505442530588081,0.00661885667934053,0.00172058438583694,0.00616650700003991,0.000703840577574401,0.000671294438223221,0.000655356772395088,0.0021749052051482,0.00468736201908825,0.000321015281135043,9.3740425593713e-05,0.00161403653947703,0.000624267902112446,0.00114070558158716,0.000484636113163359,8.79754196036194e-05,0.000662441053693832,0.00169439741575266,5.14386111127778,0.239381720430107,2.584,0.513117855808204,-0.48061018878971,0.00978403835546695,0.117498503212789,2.81097911097911,0.991221991221991,0.0595485595485595,0.0263736263736264,0.00415800415800416,2.95054945054945,0.0968369468369468,0.0638253638253638,1.99806148377577,2.719486283772,2.78846153846154,1.86836080586081,1,2.57211538461538,2.64634790692697,0.286910518536354,0.239373601789709,0.00447427293064877,0.420407162129016,2.55856021584498,0.923718420407162,0.00055187637969094,0.0132450331125828,0,0.0131868131868132,0,0,0.415384615384615,2.34065934065934,0.0263736263736264,0.222001654259719,2.35875
"Linyphiidae","BE","Liny","UBF","PAIR","MOZ_PAIR","31","MOZ_UBF","Arachnida","Web","Linyphiidae",NA,0.00143994401579855,0.000325500722105322,0.00963966875067012,9.97051111921851e-05,0.000646136645130471,0.0355057708523876,9.14727616817893e-05,0.00067404607944869,0.00843593821697415,0.260264077370521,0.00046563905991508,0.00328449755057583,0.00178840165213161,0.148205307908542,0.335142670748143,0.165666607953071,0.00271051228105143,0.00524033851432309,0.000209530718399851,0.00263656628478484,0.00271675002308015,0.00122170149072255,0.00307780515254553,0.000501095449406243,0.000226741346531022,0.000625323369200016,0.00240715912743549,0.00116839018711216,0.000420127372029152,3.50573332340976e-05,0.00139143043142616,0.00074901275854471,0.0006782449549025,0.000255477560070744,0.000244156659128511,0.000294113499283775,0.00151508008849933,5.71204023147826,0.443333333333333,0.848,-0.789196634117092,0.867310619583369,0.253927890291527,0.649850149850149,0.891335936790483,1.74616292798111,1.33121424030515,0.0445009535918627,0,0.859504132231405,1.83026064844247,0,0.308328035600763,2.83820724729816,2.26459903732631,1.27608754881482,0.0591226954863319,0.253655435473617,0.256722151088348,0.0729833546734955,1.7797695262484,1.83866837387964,0.68,1.74,1.395,0.2725,0.0475,0,0,0,2.61474888747616,0.198347107438017,0.0801017164653528,0.00381436745073109,0.102987921169739,2.35875
"Linyphiidae","NO","Liny","FOR","FOR","MAE_FOR","31","MAE_FOR","Arachnida","Web","Linyphiidae",NA,0.00179268028626783,0.000876502361781437,0.029140659499132,4.09810143684435e-05,0.00225679065299131,0.131651562234913,3.34531364221064e-05,0.000358428313314388,0.0255445629967258,0.261790313166237,0.000842161353309414,0.00504086582416953,0.00167173239036775,0.0984719871378185,0.29597415764345,0.0891803249505591,0.00588682634329983,0.0205864669717736,0.000476683968064726,0.00281999305264598,0.0112232716806114,0.000724017745169667,0.00322145312707211,0.000991608960656062,0.000565512103237782,0.000585215273170017,0.000880800642584287,0.000623550061777172,0.000222231436399286,6.01698136976125e-05,0.00126392202027994,0.00232276482905277,0.000724585363880456,0.000661974319440387,0.000146602465874183,0.00032293564564319,0.00102225121384255,6.65076515154545,0,1.46,0.340559528284587,0.271062837623326,0.129815475165794,0.792931821721631,2.55295461066162,0.860462500717278,0.179672921328972,0.00866242038216561,0.104031674987089,2.59575371549894,0.24991105755437,0.397039077293854,1.57735599111395,2.19486412709343,1.84110403397028,1.14437367303609,1.03218683651805,1.30658174097665,2.39420470406386,0.520238548407563,0.342898134863702,0,2.19591060389919,0.863528292914884,0.31811697574893,0.014265335235378,0.0109367570137898,0,0.320382165605096,0,0,2.00254777070064,0.397452229299363,0.319556499174334,0.387780136824723,2.35875
"Linyphiidae","NO","Liny","FOR","FOR","FRO_FOR","12","FRO_FOR1","Arachnida","Web","Linyphiidae",NA,0.000341058582791316,0.00113697278887317,0.00109617746277673,0.000308105866735436,0.00056208639901002,0.0124850689167911,0.000126887265135999,0.00127434771234325,0.0155296543041066,0.339318363335165,0.000470582526163161,0.00942450790811387,0.00227295793965487,0.0491372955962222,0.385576393405371,0.134831936616152,0.00367439462164569,0.00513368266330729,0.000402270881931814,0.00288633273085138,0.00695482485636312,0.00267347433020115,0.0056584007747395,0.000844308687917062,0.00107092728152525,0.000822447083118183,0.00216431563434689,0.00550888653505423,0.00054020008124498,0.000168193758167866,0.00218437564285592,0.00167735969133678,0.00125686366684899,0.000398235772362387,0.000174925083930537,0.000305225782054033,0.00160795781479077,NA,0.0300740740740741,2.15666666666667,-0.768663647324309,-1.56274933470556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.35875
"Linyphiidae","NO","Liny","UBF","PAIR","GAU_PAIR","18","GAU_UBF","Arachnida","Web","Linyphiidae",NA,0.000261786494444694,0.000474277528249685,0.00252045115113793,6.99906405342009e-05,0.000388165524857065,0.0252600510620883,1.55820193601228e-05,0.000566302415623427,0.020330572869363,0.259318831364516,0.000435534592936033,0.00748079457288627,0.00200157852936583,0.187540535464765,0.297302609959979,0.133137371873747,0.0121070523132497,0.0209553522051838,0.000654508284263319,0.00505592761947446,0.00650113394697397,0.0015080034165719,0.00437035440365914,0.000406673292910617,0.000518073301265541,0.00060597742143118,0.0027671536173126,0.00217561077053154,0.000570053074211519,0.000103132315061819,0.00128950309400305,0.000800963127150874,0.000600640086467237,0.000276487487773527,5.52302699394998e-05,0.000290374826670237,0.00128335906204087,5.83941865083333,0.698194444444444,2.15,-0.347402549667427,0.407986377109535,1.01236125697966,1.39634577266671,1.18939898802912,0.929898979214048,0.462934362934363,0,0.781192151055165,0.522504892367906,0.340667477653779,1.87681810969482,1.41174923875511,0.753984792732347,0.362426614481409,0.188519243313764,0.184344422700587,0.207436399217221,1.51515311789285,1.81768657111123,0.0449438202247191,0,2.69318181818182,0.284090909090909,0.125,0.0113636363636364,0,0,2.48235294117647,0,0.00587084148727984,0.463796477495108,0.0469667318982387,2.47749510763209,0.836142499421332,2.35875
"Linyphiidae","NO","Liny","UBF","PAIR","HMA_PAIR","28","HMA_UBF","Arachnida","Web","Linyphiidae",NA,0.000547925757822185,0.000694438243233465,0.00554657960301559,3.96552052334781e-05,0.000161079440416024,0.0259117974448288,1.35607824688696e-05,0.00048867165117964,0.00730798502581038,0.266752958578937,0.0004485344174232,0.0100640403890767,0.00303753831974452,0.095502545135126,0.365998585462123,0.163526570299074,0.00836605806589106,0.0161522948596423,0.000617974972048809,0.00364275634248236,0.00882741272921097,0.00357323121940402,0.0027561635771675,0.00147943197945255,0.000464133237174844,0.000601771275180816,0.0013355868495218,0.0011608105883179,0.00041569785098522,6.20233851330669e-05,0.000768266203715197,0.000807038966083384,0.000553123884196378,0.000445527477169927,6.50486517920091e-05,0.000373085706629321,0.00149009642328851,5.94699718605714,0.446527777777778,1.988,0.331578951061995,0.368310323447158,0.835141711054122,1.30113325003836,1.48183950373731,0.962846057736569,0.406917866771881,0,0.644440060498455,0.956204379562044,0.27618859735648,1.54665614519629,1.34648517130269,1.15503824992876,0.656934306569343,0.339821573398216,0.35036496350365,0.372262773722628,1.77503781153416,1.50601696587098,0.0152671755725191,0,2.77099236641221,0.229007633587786,0.0763358778625954,0,0,0,2.04379562043796,0,0,0.883211678832117,0.072992700729927,2.04379562043796,0.68492792297831,2.35875
"Linyphiidae","NO","Liny","UBF","PAIR","HMI_PAIR","25","HMI_UBF","Arachnida","Web","Linyphiidae",NA,0.000253967199109592,0.000826216718297502,0.000245424419531829,8.65866948656145e-05,0.000316564509648447,0.00622184428244554,6.74201000647203e-05,0.000767442163439631,0.0173275049784125,0.253608269075909,0.000504216782395207,0.00881546282913905,0.00294610396254123,0.103809319013025,0.413981947991073,0.115805590015361,0.0214120708197068,0.0153618144763775,0.00218553845406074,0.014652155937419,0.00748677593713031,0.00132817693498541,0.00196069968500749,0.000186858986669214,0.000487710552941689,0.000628738714606726,0.00105544462979982,0.00109892358532679,0.000158391564277693,6.24762791829654e-05,0.00101925892256881,0.00361114682443467,0.00048775870680626,0.00018024411181944,0.000125774199508358,0.000254353302837567,0.000671806639273725,5.26225445629412,0.750130208333332,1.868,0.329945951779275,-0.316228218891464,0.0247221520586007,0.258709059526817,2.7355550644102,0.933590132188263,0.0813810305632735,0.00467289719626168,0.0154710785551907,2.92990654205607,0.135135135135135,0.10021470068199,1.97188894501979,2.55553275237855,2.6206191588785,1.76672021028037,1.03504672897196,2.24642231308411,2.43133531658122,0.388737683819651,0.442857142857143,0.00476190476190476,0.802058590657165,2.21060965954078,0.785431512272367,0.0118764845605701,0.00237529691211401,0,0.0490654205607477,0,0,0.700934579439252,1.85747663551402,0.0630841121495327,0.394947743945332,2.35875
"Linyphiidae","NO","Liny","UBF","PAIR","HSK_PAIR","21","HSK_UBF","Arachnida","Web","Linyphiidae",NA,0.000909311690461329,0.00172579128382641,0.000988313883913815,0.000125339441627089,0.000249758883766711,0.0101672056755449,5.3400889795213e-05,0.00135558978552393,0.00682250485299054,0.277835321231152,0.000707366159050885,0.0125991601310781,0.00266575996412859,0.0637836756479195,0.366431733081105,0.186291540333926,0.00513416070162396,0.0135873558423949,0.000783843357000189,0.00710207712264665,0.0155622328139415,0.00395205687329024,0.00344198949369701,0.0019944215054958,0.000961157983296853,0.00192045898461894,0.00228755154999215,0.00233861475129932,0.0011253731334007,0.000143200496103588,0.00222946679172093,0.00123666398030719,0.000705638199405231,0.000275454563314913,0.000214613768038434,0.000517736797920156,0.0017741583546815,2.74046812955172,0.752822580645161,2.354,0.230552574149478,-0.567293071260148,0.0351026635588849,0.249068110243226,2.70424399053431,1.09921845808943,0.12216652136007,0.0138248847926267,0.0239755884917175,2.89573732718894,0.105321335160045,0.139914684269523,1.90017659199687,2.51312207533406,2.55587557603687,1.68548387096774,0.889400921658986,2.20103686635945,2.55308208440459,0.238007148680003,0.3625,0.00238095238095238,0.806279620853081,2.14218009478673,0.845379146919431,0.023696682464455,0.0118483412322275,0,0.0762124711316397,0,0,0.73963133640553,1.79032258064516,0.0898617511520737,0.405666220702641,2.35875
"Linyphiidae","SE","Liny","FBF","PAIR","LIS_PAIR","C0367","LIS_FBF","Arachnida","Web","Linyphiidae",NA,0.00108607858331739,0.000491583299026315,0.00194510814394355,0.000141936545782687,0.000951331015572627,0.0251593057395241,5.13807634716587e-05,0.000574713566304151,0.0173284885271105,0.244787849104339,0.000406334895034787,0.00805678558838067,0.0045052869318854,0.171618080932444,0.323667261235275,0.142716507855084,0.00792689153907102,0.0107301479318543,0.000402927997912773,0.00404370469213739,0.0077885035308528,0.00163007328107792,0.00333395190282737,0.000273830890505933,0.000545690978533793,0.000306266369208068,0.00301158499314149,0.00129474750032373,0.000301719617739412,9.34382243398786e-05,0.00131043224389188,0.00107220093752107,0.000591221151033618,0.000455901966891669,0.00013904087041324,0.0100980399064336,0.00116165074779418,3.06317890161017,0.500886574074074,2.03333333333333,0.931074237933098,0.196711796476331,0.0614434335411933,1.26484166738749,0.515425536097634,1.09963434484819,0.84565931948824,0.00244399185336049,0.0304398084438818,1.38585976141984,2.29974915270231,0.0831806493720954,1.5688493264868,1.67842634604345,2.30759383183008,1.39220250218214,0.207739307535642,1.12679662496363,0.497378963283414,0.237217617781113,0.954430379746835,2.28607594936709,2.55652173913043,0.34703557312253,0.190513833992095,0.0470355731225297,0.0221343873517786,0,0.162440027416038,0,1.20977596741344,0.366598778004073,0.168635437881874,1.1816700610998,0.105671988261831,2.35875
"Linyphiidae","SE","Liny","FBF","PAIR","NAR_PAIR","C0375","NAR_FBF","Arachnida","Web","Linyphiidae",NA,0.00345152949519348,0.000735508107144304,0.0040273477050454,0.000142204311815079,0.000827782532857004,0.0614621779517128,6.15157555325321e-05,0.00057612105431239,0.0151524921573085,0.237877014891763,0.000489943916683147,0.0082107088959661,0.00370053734565415,0.149908942032594,0.29730035368581,0.151946844016098,0.00873880451473789,0.0142233804321723,0.000499200165160512,0.00431969205497224,0.00768799786726507,0.00190879520112557,0.00356138067668719,0.00033499652644099,0.000601633232710497,0.000467934160283152,0.00317046312156332,0.00148565377879126,0.000508169711645044,0.000127779882927168,0.00248701023052719,0.00161463585325304,0.000783902930933197,0.000509927684259734,0.000259478067546333,0.00966343209771593,0.00117470795379296,3.26506818178689,0.757727182539683,2.25,0.797823486752129,-0.271571780427443,0.218378224553524,0.981856614725141,1.87305091089952,0.849085853069917,0.301689424199384,0.0387782204515272,0.171472667887011,1.85707961803579,1.12782332702651,0.527952539904731,2.23509821716993,1.29535705312598,1.8546132928603,1.22108391829507,0.472775564409031,1.57553911338772,1.32520206268515,0.649910397542333,0.89026402640264,1.09240924092409,1.40925925925926,1.51666666666667,0.622222222222222,0.0703703703703705,0.0518518518518518,0.0222222222222222,0.591753343239227,0,0.318725099601594,0.266932270916335,0.776892430278884,1.1730116570754,0.641631800158981,2.35875
"Linyphiidae","SE","Liny","FBF","PAIR","ORS_PAIR","C0361","ORS_FBF","Arachnida","Web","Linyphiidae",NA,0.00204773204871102,0.000603320349426619,0.00434642915630899,0.000160047618516324,0.000763718099420758,0.0397053557776447,4.8303354914509e-05,0.000645662272794504,0.0151206156553525,0.233374129631289,0.000432284806422378,0.00921191364634125,0.0040175979106627,0.146765777726416,0.273117032258221,0.207738395172407,0.00686071276732702,0.0115548918280146,0.000443098432652326,0.00538715930293553,0.00719020401321154,0.00284517012390095,0.00504902664213145,0.000353969803484037,0.000649454729798176,0.000579801156347519,0.00474336976371553,0.00172322955572687,0.000525550851918005,0.000110422854964675,0.00132649957845854,0.00111890960575742,0.000535788019878297,0.000457283035375856,0.000174706257509853,0.00824814931120594,0.00202428688083686,3.69913480397059,0.777156084656085,12.1333333333333,0.52419216532584,-0.105034335610513,0.106358094391004,1.17577241735806,1.37598438271587,0.796796262016905,0.43203391445725,0.00897531787584144,0.0820716003962077,1.81953200128219,1.60857882136865,0.25691414247884,1.99761466777174,1.59159704634649,1.98493428785127,1.17624746233572,0.886312640239342,1.22267336253873,0.698783682254757,0.977983430462769,0.998148148148148,1.51111111111111,2.55351681957187,0.347511815401724,0.243536280233528,0.0982763413956075,0.0403113705865999,0,0.317228805834093,0,0.538519072550486,0.888556469708302,0.087509349289454,1.21615557217651,0.356487401581136,2.35875
"Linyphiidae","SE","Liny","FBF","PAIR","SKA_PAIR","C0371","SKA_FBF","Arachnida","Web","Linyphiidae",NA,0.00146329038463042,0.000479513464403607,0.00439932135713437,0.00012510469319638,0.000624061290467969,0.0627372554691484,2.67264205118771e-05,0.000584878819289004,0.0138494146197379,0.218281095231333,0.000468620967371519,0.00775122019875765,0.00486308310754775,0.155474441053326,0.270718905772567,0.192442468274425,0.00657094351472322,0.0117955947500053,0.000433597308220906,0.00614325844744964,0.00873049599379511,0.00256240043301466,0.00501861407840645,0.000391547641021317,0.000792798197686808,0.000723101206358856,0.00543490870566776,0.00178080487708235,0.000466900714277124,0.000154173257878048,0.00170109054116754,0.00129259535671106,0.000515466850287477,0.000389275764855276,0.000264656852433858,0.00859767504071266,0.0019506993443968,2.94464666668,0.919792658730159,7.92,0.97607903223788,-0.152430731120095,0.168638725118207,0.477315976884012,1.52368304744115,1.48382422842466,0.572696114812746,0.00367170626349892,0.139945128714027,2.1104597346498,0.814188146801538,0.340076886513172,1.97092363885021,1.69991827680813,2.13136377661216,1.42209194692996,0.56695464362851,1.79728478864548,1.0944190944191,1.18813618813619,0.589420654911839,0.793450881612091,0.807098765432099,1.78766835016835,1.39414983164983,0.394149831649832,0.0479096520763187,0,0.499357326478149,0,0.479481641468682,0.0323974082073434,0.725701943844492,0.760859131269498,1.14208024648351,2.35875
"Linyphiidae","SE","Liny","FBF","PAIR","TEM_PAIR","C0363","TEM_FBF","Arachnida","Web","Linyphiidae",NA,0.00100385210495227,0.000411159942661043,0.00353948168394043,0.000100376894202912,0.000454805025647367,0.0361600261622179,4.08971005255607e-05,0.000498742559237884,0.012740673527638,0.230700635290936,0.000373588501648979,0.00738853381627283,0.00426091141339477,0.159535962733532,0.304516560628394,0.184921764030454,0.00627469954814159,0.00804650987659001,0.000393178234801561,0.00501714524577125,0.00693524552277984,0.00209131059161721,0.0031550101924724,0.000215665540241013,0.000644970591676126,0.000447057179519768,0.0026607153537119,0.00109561962381855,0.000425081158164162,8.74218547898236e-05,0.00280542704925681,0.00111444998753899,0.000522563379412373,0.0008191895273297,0.000128398895340808,0.00879353342738975,0.00167883580397995,2.78511363636264,0.230303571428571,1.07,0.841632592721845,-0.315606879844352,0.0920591889532829,0.531114632234795,0.889458450303664,1.56569604227445,1.31653547641328,0.00529531568228106,0.0630924203225629,1.60896130346232,1.93413882314086,0.277205922827104,0.887344793149274,2.40450214543901,2.37678207739308,1.55363204344874,0.535641547861507,0.580448065173116,0.805074462217319,0.293215664644236,1.00217864923747,1.82135076252723,2.22513089005236,0.654450261780105,0.43979057591623,0.0785340314136126,0.00523560209424084,0,0.41722972972973,0,1.63747454175153,0.782077393075356,0,0.291525231952931,0.352104913533203,2.35875
"Linyphiidae","SE","Liny","FBF","PAIR","TEM_PAIR","C0363","TEM_FBF","Arachnida","Web","Linyphiidae",NA,0.00108423447345377,0.000522525143723817,0.00383106496972145,0.00010581081519638,0.000484578883190207,0.0399581422392457,3.73778999248499e-05,0.000509870329640344,0.0134439191562608,0.233726974973253,0.000388280533064086,0.00767469618390396,0.00477007618475687,0.157751336961408,0.296849258723222,0.184358842639154,0.00660560611952815,0.00851857318746615,0.000370757986519513,0.00513880947847022,0.0069252460714468,0.0020253022505308,0.00327609765094707,0.000160732305254087,0.000654892727079187,0.00040973086041549,0.0026399715294762,0.00104811362054272,0.000444728262713054,7.29447369162704e-05,0.00297542896024583,0.0011759145473826,0.000554508875229341,0.000873932681654891,0.000168819628992852,0.00879605418990599,0.00166684422016445,2.78511363636264,0.230303571428571,1.07,0.841632592721845,-0.315606879844352,0.0920591889532829,0.531114632234795,0.889458450303664,1.56569604227445,1.31653547641328,0.00529531568228106,0.0630924203225629,1.60896130346232,1.93413882314086,0.277205922827104,0.887344793149274,2.40450214543901,2.37678207739308,1.55363204344874,0.535641547861507,0.580448065173116,0.805074462217319,0.293215664644236,1.00217864923747,1.82135076252723,2.22513089005236,0.654450261780105,0.43979057591623,0.0785340314136126,0.00523560209424084,0,0.41722972972973,0,1.63747454175153,0.782077393075356,0,0.291525231952931,0.352104913533203,2.35875
"Linyphiidae","NO","Liny","FOR","FOR","HSK_FOR","20","HSK_FOR","Arachnida","Web","Linyphiidae",NA,0.000142857843888508,0.000450669686762664,0.000342136036227932,5.80706969483494e-05,0.000333089270463829,0.0091759494631612,3.02157632453774e-05,0.00100245353016462,0.016296462222129,0.253711375529687,0.000610887846527222,0.00829271635458836,0.00180092942458289,0.183389128935395,0.32206679224806,0.150960347026222,0.00725478314456163,0.0131832216204322,0.000856033590439682,0.00678236335778255,0.00853287709458957,0.00161300907716888,0.00236026441267146,0.000695587046744696,0.000467655563697729,0.000920559382627685,0.00158274143278724,0.00144686198109441,0.000314813834559185,5.24617827658987e-05,0.0012752552652249,0.000848058991580835,0.000813237781895109,0.000249997005590214,0.000115736157287952,0.000460822495294048,0.00150957710314993,4.4858333335,0.235740740740741,2.81,0.437613335680254,-1.01724095088767,0.0360816822754539,0.502987666136455,2.43292498673122,1.00434619673374,0.113903399197517,0.0069204152249135,0.00981950808940428,2.83286897646759,0.465775340342814,0.295687432365633,2.15229025367434,1.72317166400211,2.12330509744005,1.60794097050585,0.877508650519031,1.55958138603035,1.47061644978312,1.02444371454788,1.28298245614035,0.0540350877192982,1.41130604288499,1.58724968988127,0.761226298068403,0.0736044657097289,0.040829346092504,0,0.03125,0,0,1.05882352941176,0.653979238754325,0.145328719723183,1.1523049447483,2.35875
"Linyphiidae","SE","Liny","FOR","FOR","FIB_FOR","C0358","FIB_FOR","Arachnida","Web","Linyphiidae",NA,0.00157521343950024,0.000940748771856578,0.00274559678776006,0.000114745650630178,0.000191289964544729,0.025896549585792,5.73956689902768e-05,0.000468784866488282,0.0046349891485626,0.166912450647817,0.000355951338139796,0.0080287309939252,0.0118207525309109,0.177575858000075,0.3812400064464,0.125943337120258,0.00776389560239082,0.0154148710741072,0.0036955100846934,0.00956314434120646,0.0155291289935705,0.00486649014604412,0.00875251005399053,0.000699599874914839,0.00126693636662091,0.00101838295349696,0.00694889842949539,0.00259937478306161,0.000687291199857982,0.000122761314778688,0.00129535635747056,0.000965018438186262,0.000796980328871517,0.000449586599948166,0.000137889105764137,0.0069461119790526,0.00197786101082646,3.8795192356579,0.15105698005698,0.7,0.790625614497289,-1.08570801462068,0.202437858636064,0.847859249344056,1.38761059056294,0.984451993429894,0.435194863371659,0.0037292817679558,0.170333731521577,2.12361878453039,0.931060549499776,0.533690458414215,1.7064563823887,1.98692964866998,1.71546961325967,1.12810773480663,1.21408839779006,0.816298342541436,0.778333582200986,1.59264409437061,1.5,0.486284289276808,2.17525773195876,0.482974070602936,0.393626991565136,0.18056857232115,0.091846298031865,0,0.65440518783542,0,0.683701657458564,1.29281767955801,0.00621546961325967,0.520890883977901,0.665586199726727,2.35875
